-8,1,0
-1,2,0
5,3,0
12,4,0
19,5,0
25,6,0
32,7,0
38,8,0
45,9,0
52,10,0
58,11,0
65,12,0
72,13,0
78,14,0
85,15,0
92,16,0
98,17,0
105,18,0
111,19,0
118,20,0
125,21,0
131,22,0
138,23,0
145,24,0
151,25,0
158,26,0
165,27,0
171,28,0
178,29,0
185,30,0
191,31,0
198,32,0
204,33,0
211,34,0
218,35,0
224,36,0
231,37,0
238,38,0
244,39,0
251,40,0
258,41,0
264,42,0
278,44,0
284,45,0
291,46,0
297,47,0
304,48,0
311,49,0
317,50,0
324,51,0
331,52,0
337,53,0
344,54,0
351,55,0
357,56,0
364,57,0
370,58,0
377,59,0
384,60,0
390,61,0
397,62,0
404,63,0
410,64,0
417,65,0
424,66,0
430,67,0
437,68,0
444,69,0
450,70,0
457,71,0
463,72,0
470,73,0
477,74,0
483,75,0
490,76,0
497,77,0
503,78,0
510,79,0
517,80,0
523,81,0
530,82,0
536,83,0
543,84,0
550,85,0
556,86,0
563,87,0
570,88,0
576,89,0
583,90,0
590,91,0
596,92,0
603,93,0
610,94,0
616,95,0
623,96,0
629,97,0
636,98,0
643,99,0
649,100,0
656,101,0
663,102,0
669,103,0
676,104,0
683,105,0
689,106,0
696,107,0
703,108,0
709,109,0
716,110,0
722,111,0
729,112,0
736,113,0
742,114,0
749,115,0
756,116,0
762,117,0
769,118,0
776,119,0
782,120,0
789,121,0
795,122,0
802,123,0
809,124,0
815,125,0
822,126,0
829,127,0
835,128,0
842,129,0
849,130,0
855,131,0
862,132,0
869,133,0
875,134,0
882,135,0
888,136,0
895,137,0
902,138,0
908,139,0
915,140,0
922,141,0
928,142,0
935,143,0
942,144,0
948,145,0
955,146,0
961,147,0
968,148,0
975,149,0
981,150,0
988,151,0
995,152,0
1001,153,0
1008,154,0
1015,155,0
1021,156,0
1028,157,0
1035,158,0
1041,159,0
1048,160,0
1054,161,0
1061,162,0
1068,163,0
1074,164,0
1081,165,0
1088,166,0
1094,167,0
1101,168,0
1108,169,0
1114,170,0
1121,171,0
1127,172,0
1134,173,0
1141,174,0
1147,175,0
1154,176,0
1161,177,0
1167,178,0
1174,179,0
1181,180,0
1187,181,0
1194,182,0
1201,183,0
1207,184,0
1214,185,0
1220,186,0
1227,187,0
1234,188,0
1240,189,0
1247,190,0
1254,191,0
1260,192,0
1267,193,0
1274,194,0
1280,195,0
1287,196,0
1294,197,0
1300,198,0
1307,199,0
1313,200,0
1320,201,0
1327,202,0
1333,203,0
1340,204,0
1347,205,0
1353,206,0
1360,207,0
1367,208,0
1373,209,0
1380,210,0
1386,211,0
1393,212,0
1400,213,0
1406,214,0
1413,215,0
1420,216,0
1426,217,0
1433,218,0
1440,219,0
1446,220,0
1453,221,0
1460,222,0
1466,223,0
1473,224,0
1479,225,0
1486,226,0
1493,227,0
1499,228,0
1506,229,0
1513,230,0
1519,231,0
1526,232,0
1533,233,0
1539,234,0
1546,235,0
1552,236,0
1559,237,0
1566,238,0
1572,239,0
1579,240,0
1586,241,0
1592,242,0
1599,243,0
1606,244,0
1612,245,0
1619,246,0
1626,247,0
1632,248,0
1639,249,0
1645,250,0
1652,251,0
1659,252,0
1665,253,0
1672,254,0
1679,255,0
1685,256,0
1692,257,0
1699,258,0
1705,259,0
1712,260,0
1719,261,0
1725,262,0
1732,263,0
1738,264,0
1745,265,0
1752,266,0
1758,267,0
1765,268,0
1772,269,0
1778,270,0
1785,271,0
1792,272,0
1798,273,0
1805,274,0
1811,275,0
1818,276,0
1825,277,0
1831,278,0
1838,279,0
1845,280,0
1851,281,0
1858,282,0
1865,283,0
1871,284,0
1878,285,0
1885,286,0
1891,287,0
1898,288,0
1904,289,0
1911,290,0
1918,291,0
1924,292,0
1931,293,0
1938,294,0
1944,295,0
1951,296,0
1958,297,0
1964,298,0
1971,299,0
1977,300,0
1984,301,0
1991,302,0
1997,303,0
2004,304,0
2011,305,0
2017,306,0
2024,307,0
2031,308,0
2037,309,0
2044,310,0
2051,311,0
2057,312,0
2064,313,0
2070,314,0
2077,315,0
2084,316,0
2090,317,0
2097,318,0
2104,319,0
2110,320,0
2117,321,0
2124,322,0
2130,323,0
2137,324,0
2144,325,0
2150,326,0
2157,327,0
2163,328,0
2170,329,0
2177,330,0
2183,331,0
